"","X.1.13144017689247.1.28015687388646.0.822082311003979..n.","X.1.09541437928009.1.19993266233358.0.848423141247214..n.","X.0.988727286169318.0.977581646415745.0.746682966232358..n.","X.1.08794411080653.1.18362238823862.0.817482362553488..n.","X.1.0521826726506.1.10708837662616.0.838306987649227..n.","X.0.798290717827752.0.637268070169948.0.58405616237518..n.","X.1.05450610708563.1.1119831298809.0.809670225196851..n.","X.0.988757735117823.0.977641858755328.0.785977405715608..n.","X.0.842424946396304.0.709679790310816.0.639017179350074..n.","X.1.33402676176971.1.77962740111778.1.0322266484288..n.","X.1.28527543408493.1.65193294146221.0.971243723639182..n."
"1","1.13144017689247;1.28015687388646;0.822082311003979;
","1.09541437928009;1.19993266233358;0.848423141247214;
","0.988727286169318;0.977581646415745;0.746682966232358;
","1.08794411080653;1.18362238823862;0.817482362553488;
","1.0521826726506;1.10708837662616;0.838306987649227;
","0.798290717827752;0.637268070169948;0.58405616237518;
","1.05450610708563;1.1119831298809;0.809670225196851;
","0.988757735117823;0.977641858755328;0.785977405715608;
","0.842424946396304;0.709679790310816;0.639017179350074;
","1.33402676176971;1.77962740111778;1.0322266484288;
","1.28527543408493;1.65193294146221;0.971243723639182;
"
